fips_code,name,state,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019
1001,Autauga County,AL,54773,55227,54954,54727,54893,54864,55243,55390,55533,55869
1003,Baldwin County,AL,183112,186558,190145,194885,199183,202939,207601,212521,217855,223234
1005,Barbour County,AL,27327,27341,27169,26937,26755,26283,25806,25157,24872,24686
1007,Bibb County,AL,22870,22745,22667,22521,22553,22566,22586,22550,22367,22394
1009,Blount County,AL,57376,57560,57580,57619,57526,57526,57494,57787,57771,57826
1011,Bullock County,AL,10876,10675,10606,10549,10663,10400,10389,10176,10174,10101
1013,Butler County,AL,20932,20866,20670,20356,20327,20162,20012,19888,19631,19448
1015,Calhoun County,AL,118408,117744,117190,116471,115917,115469,114973,114710,114331,113605
1017,Chambers County,AL,34122,34033,34104,34139,33977,33996,33745,33707,33600,33254
1019,Cherokee County,AL,25963,25989,25958,26017,25895,25732,25768,25805,26014,26196
1021,Chilton County,AL,43653,43689,43582,43628,43760,43700,43866,44120,44163,44428
1023,Choctaw County,AL,13849,13609,13563,13397,13317,13231,13045,12925,12833,12589
1025,Clarke County,AL,25766,25587,25155,25123,24864,24698,24340,24063,23918,23622
1027,Clay County,AL,13898,13687,13434,13404,13441,13415,13393,13350,13294,13235
1029,Cleburne County,AL,15004,14928,14889,14976,15026,14914,14848,14899,15010,14910
1031,Coffee County,AL,50208,50444,51141,50681,50657,50963,51202,51853,51950,52342
1033,Colbert County,AL,54524,54539,54570,54529,54462,54417,54497,54695,55004,55241
1035,Conecuh County,AL,13236,13195,13046,12912,12677,12678,12500,12431,12292,12067
1037,Coosa County,AL,11780,11486,11346,11254,11037,10934,10819,10724,10643,10663
1039,Covington County,AL,37809,38020,37805,37814,37760,37556,37382,37062,36953,37049
1041,Crenshaw County,AL,13869,13894,13915,13847,13851,13850,13916,13858,13825,13772
1043,Cullman County,AL,80456,80410,80279,80690,81068,81761,82450,82867,83418,83768
1045,Dale County,AL,50394,50122,50289,49771,49414,49365,49362,49342,49143,49172
1047,Dallas County,AL,43854,43251,42789,41976,41554,40936,40080,39238,38294,37196
1049,DeKalb County,AL,71163,71365,70944,70912,70993,71087,71104,71437,71407,71513
1051,Elmore County,AL,79552,79993,80193,80536,80538,80872,81204,81422,81011,81209
1053,Escambia County,AL,38345,38204,38023,37765,37735,37661,37475,36993,36524,36633
1055,Etowah County,AL,104459,104369,104278,103884,103399,102998,102855,103007,102611,102268
1057,Fayette County,AL,17229,17052,16945,16824,16772,16696,16563,16466,16445,16302
1059,Franklin County,AL,31746,31776,31690,31553,31559,31515,31611,31542,31298,31362
1061,Geneva County,AL,26777,26756,26924,26677,26593,26631,26494,26385,26306,26271
1063,Greene County,AL,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111
1065,Hale County,AL,15745,15361,15364,15246,15046,15015,14828,14801,14749,14651
1067,Henry County,AL,17296,17377,17153,17129,17079,17101,17072,17115,17173,17205
1069,Houston County,AL,101798,102488,103371,103643,104158,104260,104218,104378,104770,105882
1071,Jackson County,AL,53184,53214,53079,52957,52562,52195,51988,51828,51621,51626
1073,Jefferson County,AL,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573
1075,Lamar County,AL,14496,14291,14248,14212,14067,13927,13928,13882,13882,13805
1077,Lauderdale County,AL,92737,92607,92662,92701,93000,92459,92425,92564,92604,92729
1079,Lawrence County,AL,34342,34051,33806,33575,33444,33135,33227,33063,32941,32924
1081,Lee County,AL,140794,144130,148567,151809,154511,156954,159168,161440,163656,164542
1083,Limestone County,AL,83181,85557,87326,88916,90599,91565,92847,94130,96177,98915
1085,Lowndes County,AL,11289,11140,10851,10661,10494,10350,10248,10097,9974,9726
1087,Macon County,AL,21505,21284,20608,20021,19641,19296,19060,18793,18321,18068
1089,Madison County,AL,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909
1091,Marengo County,AL,20956,20661,20375,20119,19986,19766,19525,19396,19056,18863
1093,Marion County,AL,30816,30652,30484,30224,30199,30119,29960,29792,29750,29709
1095,Marshall County,AL,93122,93895,94260,94356,94257,94585,95113,95572,96170,96774
1097,Mobile County,AL,413315,413068,413816,413918,414149,414462,414945,414045,413908,413210
1099,Monroe County,AL,23005,22796,22581,22170,21926,21717,21548,21290,21062,20733
1101,Montgomery County,AL,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486
1103,Morgan County,AL,119608,120024,120102,119571,119444,119257,119006,118918,119203,119679
1105,Perry County,AL,10563,10450,10163,9999,9801,9640,9532,9302,9070,8923
1107,Pickens County,AL,19749,19354,19309,19300,20272,20776,20325,20204,19980,19930
1109,Pike County,AL,32970,33025,33215,33715,33199,33496,33464,33349,33242,33114
1111,Randolph County,AL,22937,22745,22533,22547,22353,22594,22504,22687,22727,22722
1113,Russell County,AL,53321,54852,57500,59149,59224,58844,58185,56985,57784,57961
1115,St. Clair County,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,Shelby County,AL,196032,197952,200912,204039,206280,208959,211282,213633,215583,217702
1119,Sumter County,AL,13730,13490,13440,13394,13270,13206,12967,12749,12634,12427
1121,Talladega County,AL,82172,81863,82146,81578,81512,81128,80552,80142,80137,79978
1123,Tallapoosa County,AL,41476,41402,41048,41028,40884,40605,40586,40613,40535,40367
1125,Tuscaloosa County,AL,194996,196745,198807,201084,203086,204767,206464,207618,208319,209355
1127,Walker County,AL,66997,66585,66104,65777,65338,64931,64533,63895,63669,63521
1129,Washington County,AL,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326
1131,Wilcox County,AL,11560,11438,11302,11145,10946,10896,10844,10691,10599,10373
1133,Winston County,AL,24412,24362,24193,24189,24139,23930,23907,23760,23693,23629
2013,Aleutians East Borough,AK,3166,3259,3294,3343,3346,3373,3363,3455,3395,3337
2016,Aleutians West Census Area,AK,5559,5582,5676,5777,5822,5781,5705,5729,5640,5634
2020,Anchorage Municipality,AK,293321,296197,298255,301142,299893,297547,297249,294338,290521,288000
2050,Bethel Census Area,AK,17084,17419,17656,17852,17936,17955,18022,18090,18219,18386
2060,Bristol Bay Borough,AK,1002,1030,979,951,947,904,902,869,880,836
2068,Denali Borough,AK,1835,1872,1908,1943,1916,1933,2055,2084,2032,2097
2070,Dillingham Census Area,AK,4850,4947,4949,4978,4983,4988,4970,4940,4991,4916
2090,Fairbanks North Star Borough,AK,98264,98120,100311,100933,99254,99636,100633,99675,98565,96849
2100,Haines Borough,AK,2501,2574,2577,2558,2555,2516,2531,2524,2488,2530
2105,Hoonah-Angoon Census Area,AK,2107,2085,2114,2116,2098,2132,2121,2139,2155,2148
2110,Juneau City and Borough,AK,31387,32161,32384,32594,32481,32615,32412,32098,32037,31974
2122,Kenai Peninsula Borough,AK,55554,56299,56900,57014,57558,58034,58458,58558,58561,58708
2130,Ketchikan Gateway Borough,AK,13573,13674,13729,13722,13802,13702,13707,13834,13856,13901
2150,Kodiak Island Borough,AK,13646,13806,14037,14093,13907,13767,13728,13512,13250,12998
2164,Lake and Peninsula Borough,AK,1639,1649,1649,1667,1647,1595,1600,1612,1596,1592
2170,Matanuska-Susitna Borough,AK,89732,91725,93677,95880,98103,101062,104119,106232,107115,108317
2180,Nome Census Area,AK,9543,9776,9824,9852,9810,9893,9966,10025,10053,10004
2185,North Slope Borough,AK,9478,9554,9698,9792,9776,9788,9694,9795,9850,9832
2188,Northwest Arctic Borough,AK,7560,7705,7705,7725,7772,7772,7691,7795,7694,7621
2195,Petersburg Borough,AK,3219,3255,3277,3291,3261,3253,3260,3264,3244,3266
2198,Prince of Wales-Hyder Census Area,AK,6211,6373,6423,6446,6463,6508,6519,6444,6360,6203
2220,Sitka City and Borough,AK,8881,8884,9017,8973,8838,8778,8736,8641,8554,8493
2230,Skagway Municipality,AK,968,962,998,1026,1054,1088,1132,1167,1169,1183
2240,Southeast Fairbanks Census Area,AK,7061,7150,7172,6986,6925,6812,6857,6892,6937,6893
2261,Valdez-Cordova Census Area,AK,9657,9740,9734,9781,9478,9319,9314,9220,9161,9202
2270,Wade Hampton Census Area,AK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2275,Wrangell City and Borough,AK,2371,2394,2420,2448,2441,2453,2496,2521,2538,2502
2282,Yakutat City and Borough,AK,662,656,664,651,655,635,612,602,596,579
2290,Yukon-Koyukuk Census Area,AK,5612,5629,5622,5560,5462,5465,5423,5409,5359,5230
4001,Apache County,AZ,71829,72182,72229,72322,71796,71012,71381,71545,71731,71887
4003,Cochise County,AZ,131822,133097,132017,129578,127314,126454,125686,124864,126411,125922
4005,Coconino County,AZ,134612,134275,136146,136699,137566,138962,140407,141001,142523,143476
4007,Gila County,AZ,53561,53440,52994,53005,53044,52978,53356,53578,53801,54018
4009,Graham County,AZ,37152,37126,37015,37433,38099,37860,37807,37481,37995,38837
4011,Greenlee County,AZ,8339,8585,8764,8916,9349,9577,9643,9443,9448,9498
4012,La Paz County,AZ,20497,20604,20521,20522,20516,20466,20648,20706,21039,21108
4013,Maricopa County,AZ,3825110,3874996,3947505,4017723,4093648,4172905,4256143,4327184,4402403,4485414
4015,Mohave County,AZ,200314,202812,203347,203126,203423,204574,205412,207017,209292,212181
4017,Navajo County,AZ,107697,107552,107313,107135,107701,107638,108467,109079,110242,110924
4019,Pima County,AZ,981620,988381,993052,997127,1004229,1009103,1016707,1026391,1036554,1047279
4021,Pinal County,AZ,379094,378041,382251,385398,395322,405614,417193,431564,446806,462789
4023,Santa Cruz County,AZ,47415,47667,47359,46939,46636,46542,46400,46566,46395,46498
4025,Yavapai County,AZ,210983,211044,211990,214421,217716,220805,224575,228082,231772,235099
4027,Yuma County,AZ,197127,202841,202475,202420,204054,205186,207247,209507,211612,213787
5001,Arkansas County,AR,19009,18871,18964,18755,18479,18330,18154,17872,17726,17486
5003,Ashley County,AR,21829,21673,21515,21278,20956,20838,20530,20311,20012,19657
5005,Baxter County,AR,41510,41349,41080,40983,40888,41138,41131,41308,41624,41932
5007,Benton County,AR,222593,229171,234938,239461,244841,251591,259212,266585,272266,279141
5009,Boone County,AR,36893,37086,37333,37328,37116,37119,37259,37459,37385,37432
5011,Bradley County,AR,11470,11432,11266,11120,11007,10999,10959,10813,10838,10763
5013,Calhoun County,AR,118408,117744,117190,116471,115917,115469,114973,114710,114331,113605
5015,Carroll County,AR,27553,27466,27623,27791,27734,27755,27728,27865,28097,28380
5017,Chicot County,AR,11799,11703,11498,11362,11211,10970,10899,10647,10442,10118
5019,Clark County,AR,22925,22928,22755,22582,22557,22513,22602,22184,22313,22320
5021,Clay County,AR,13898,13687,13434,13404,13441,13415,13393,13350,13294,13235
5023,Cleburne County,AR,15004,14928,14889,14976,15026,14914,14848,14899,15010,14910
5025,Cleveland County,AR,8677,8674,8609,8515,8399,8284,8245,8162,7995,7956
5027,Columbia County,AR,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457
5029,Conway County,AR,21219,21128,21141,21088,20995,20936,20874,20810,20825,20846
5031,Craighead County,AR,96748,98405,99993,101653,102661,104457,105932,107188,108816,110332
5033,Crawford County,AR,61956,61796,61911,61667,61807,61904,62263,62894,63379,63257
5035,Crittenden County,AR,50958,50517,50077,49739,49536,49019,49306,48716,48363,47955
5037,Cross County,AR,17862,17809,17703,17521,17181,17255,17025,16792,16630,16419
5039,Dallas County,AR,43854,43251,42789,41976,41554,40936,40080,39238,38294,37196
5041,Desha County,AR,12954,12731,12590,12502,12270,12029,11905,11743,11507,11361
5043,Drew County,AR,18666,18735,18788,18686,18642,18613,18553,18370,18328,18219
5045,Faulkner County,AR,114026,116280,118523,119176,120562,121241,122206,123530,125138,126007
5047,Franklin County,AR,31746,31776,31690,31553,31559,31515,31611,31542,31298,31362
5049,Fulton County,AR,12215,12240,12169,12170,12081,12138,12099,12131,12308,12477
5051,Garland County,AR,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386
5053,Grant County,AR,17886,17947,18038,18046,18074,18016,18064,18103,18180,18265
5055,Greene County,AR,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111
5057,Hempstead County,AR,22596,22488,22344,22420,22326,22085,22032,21876,21685,21532
5059,Hot Spring County,AR,33231,33142,33507,33528,33409,33497,33438,33606,33672,33771
5061,Howard County,AR,13796,13816,13675,13543,13492,13336,13350,13365,13302,13202
5063,Independence County,AR,36809,36884,36953,36885,37080,37035,37117,37391,37768,37825
5065,Izard County,AR,13726,13572,13541,13411,13557,13487,13488,13666,13582,13629
5067,Jackson County,AR,53184,53214,53079,52957,52562,52195,51988,51828,51621,51626
5069,Jefferson County,AR,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573
5071,Johnson County,AR,25556,25675,25914,25932,25969,26094,26127,26401,26659,26578
5073,Lafayette County,AR,7647,7536,7450,7284,7158,7010,6888,6797,6679,6624
5075,Lawrence County,AR,34342,34051,33806,33575,33444,33135,33227,33063,32941,32924
5077,Lee County,AR,140794,144130,148567,151809,154511,156954,159168,161440,163656,164542
5079,Lincoln County,AR,14089,14339,14180,14063,14025,13866,13728,13475,13184,13024
5081,Little River County,AR,13132,12945,12916,12733,12503,12402,12406,12373,12297,12259
5083,Logan County,AR,22308,22242,21928,22031,21866,21729,21732,21739,21673,21466
5085,Lonoke County,AR,68744,69529,70109,70742,71368,71359,71803,72778,73391,73309
5087,Madison County,AR,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909
5089,Marion County,AR,30816,30652,30484,30224,30199,30119,29960,29792,29750,29709
5091,Miller County,AR,43562,43762,43663,43402,43458,43792,43713,43736,43362,43257
5093,Mississippi County,AR,46399,46031,45553,44695,44247,43729,42900,42112,41236,40651
5095,Monroe County,AR,23005,22796,22581,22170,21926,21717,21548,21290,21062,20733
5097,Montgomery County,AR,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486
5099,Nevada County,AR,8997,9008,8909,8772,8645,8508,8378,8309,8308,8252
5101,Newton County,AR,8304,8251,8052,8042,7867,7846,7848,7815,7800,7753
5103,Ouachita County,AR,26046,25737,25398,24948,24761,24316,24013,23817,23620,23382
5105,Perry County,AR,10563,10450,10163,9999,9801,9640,9532,9302,9070,8923
5107,Phillips County,AR,21676,21406,20736,20437,19952,19546,19050,18599,18054,17782
5109,Pike County,AR,32970,33025,33215,33715,33199,33496,33464,33349,33242,33114
5111,Poinsett County,AR,24515,24449,24299,24187,24152,24002,23974,24071,23903,23528
5113,Polk County,AR,20667,20558,20420,20342,20249,20194,20145,20147,20019,19964
5115,Pope County,AR,62109,62687,62631,62588,63117,63608,63897,63634,63594,64072
5117,Prairie County,AR,8722,8599,8482,8375,8347,8299,8252,8248,8082,8062
5119,Pulaski County,AR,383538,386990,389225,391512,392952,393576,394151,393280,391918,391911
5121,Randolph County,AR,22937,22745,22533,22547,22353,22594,22504,22687,22727,22722
5123,St. Francis County,AR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5125,Saline County,AR,107656,109553,111442,113348,114874,116390,117656,119520,121074,122437
5127,Scott County,AR,11275,11264,11033,10934,10686,10561,10332,10369,10339,10281
5129,Searcy County,AR,8182,8078,8005,7991,7924,7835,7968,7927,7930,7881
5131,Sebastian County,AR,125737,127010,127571,127173,126733,127385,127385,127786,127570,127827
5133,Sevier County,AR,17151,17218,17188,17356,17410,17262,16971,17103,17061,17007
5135,Sharp County,AR,17250,17270,17034,17043,16820,16808,17007,17147,17290,17442
5137,Stone County,AR,12389,12500,12542,12423,12381,12386,12509,12520,12454,12506
5139,Union County,AR,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682
5141,Van Buren County,AR,17310,17214,17162,16985,16907,16808,16669,16552,16635,16545
5143,Washington County,AR,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326
5145,White County,AR,77356,78083,78641,78567,78471,78915,78917,78844,78381,78753
5147,Woodruff County,AR,7236,7164,7052,7018,6860,6706,6600,6575,6466,6320
5149,Yell County,AR,22146,21964,21824,21819,21768,21506,21502,21509,21462,21341
6001,Alameda County,CA,1512986,1530915,1553764,1579593,1607792,1634538,1650950,1660196,1666756,1671329
6003,Alpine County,CA,1161,1093,1110,1128,1080,1077,1047,1111,1089,1129
6005,Amador County,CA,37886,37543,37104,36620,36726,37031,37429,38529,39405,39752
6007,Butte County,CA,219949,219975,220869,221641,223516,224631,226231,228696,230339,219186
6009,Calaveras County,CA,45468,45160,44815,44655,44671,44965,45322,45681,45698,45905
6011,Colusa County,CA,21437,21323,21284,21250,21176,21231,21496,21579,21418,21547
6013,Contra Costa County,CA,1052540,1065440,1077548,1093401,1108876,1124405,1137268,1145535,1150519,1153526
6015,Del Norte County,CA,28566,28443,28190,27816,27175,27190,27382,27351,27740,27812
6017,El Dorado County,CA,181136,180936,180575,181481,183108,184569,185976,188679,190746,192843
6019,Fresno County,CA,932039,939406,945045,951514,960567,969488,976830,985238,991950,999101
6021,Glenn County,CA,28127,28139,27851,27809,27831,27753,27840,27926,27967,28393
6023,Humboldt County,CA,135009,135243,134572,134403,134494,135102,136290,136507,136244,135558
6025,Imperial County,CA,174716,175786,176575,176438,177974,178937,180179,181649,181523,181215
6027,Inyo County,CA,18511,18392,18351,18357,18292,18108,17922,17868,17946,18039
6029,Kern County,CA,840996,847970,853606,862000,869176,876031,880856,887356,893758,900202
6031,Kings County,CA,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940
6033,Lake County,CA,64735,64251,63954,63796,64044,64260,63903,64111,64317,64386
6035,Lassen County,CA,34831,34246,33629,32129,31664,31256,30721,30920,30618,30573
6037,Los Angeles County,CA,9823246,9876482,9935375,9992484,10040072,10085416,10105708,10103711,10073906,10039107
6039,Madera County,CA,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327
6041,Marin County,CA,252904,255376,256061,258409,260359,260916,260562,259749,259662,258826
6043,Mariposa County,CA,18277,18170,17881,17809,17714,17622,17456,17414,17405,17203
6045,Mendocino County,CA,87799,87334,87288,87054,87225,87107,87285,87576,87401,86749
6047,Merced County,CA,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680
6049,Modoc County,CA,9694,9509,9351,9145,9068,9056,8961,8876,8800,8841
6051,Mono County,CA,14257,14422,14331,14067,14134,14077,14273,14354,14403,14444
6053,Monterey County,CA,416373,420456,424788,426712,428475,430552,433953,434534,433950,434061
6055,Napa County,CA,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744
6057,Nevada County,CA,8997,9008,8909,8772,8645,8508,8378,8309,8308,8252
6059,Orange County,CA,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692
6061,Placer County,CA,350021,356328,360263,365398,369217,372841,378943,385115,392330,398329
6063,Plumas County,CA,19914,19719,19377,18895,18622,18427,18665,18660,18741,18807
6065,Riverside County,CA,2201576,2234070,2261204,2286755,2316162,2345816,2380081,2414964,2445789,2470546
6067,Sacramento County,CA,1421383,1433730,1444852,1457341,1474917,1493674,1510987,1527301,1538746,1552058
6069,San Benito County,CA,55516,55977,56599,57239,57825,58216,59225,60164,61467,62808
6071,San Bernardino County,CA,2040848,2060827,2073512,2082738,2099181,2115411,2131960,2150945,2166753,2180085
6073,San Diego County,CA,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330
6075,San Francisco County,CA,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549
6077,San Joaquin County,CA,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148
6079,San Luis Obispo County,CA,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111
6081,San Mateo County,CA,719699,728344,739224,748661,757204,765055,767906,768901,768681,766573
6083,Santa Barbara County,CA,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499
6085,Santa Clara County,CA,1786040,1812054,1837853,1866425,1891753,1916285,1928368,1932510,1932337,1927852
6087,Santa Cruz County,CA,47415,47667,47359,46939,46636,46542,46400,46566,46395,46498
6089,Shasta County,CA,177274,177588,177875,178397,178844,178314,178571,179384,179709,180080
6091,Sierra County,CA,3220,3098,3067,3028,2972,2985,2951,3002,2997,3005
6093,Siskiyou County,CA,44938,44615,44079,43532,43338,43254,43376,43622,43550,43539
6095,Solano County,CA,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643
6097,Sonoma County,CA,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336
6099,Stanislaus County,CA,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660
6101,Sutter County,CA,94751,94482,94189,94507,94778,95282,95742,96204,96348,96971
6103,Tehama County,CA,63559,63331,63212,62875,62801,63158,63453,63847,64018,65084
6105,Trinity County,CA,13755,13685,13489,13427,13128,13094,12828,12726,12567,12285
6107,Tulare County,CA,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195
6109,Tuolumne County,CA,55190,54830,54221,53997,53851,53615,53770,53976,54387,54478
6111,Ventura County,CA,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006
6113,Yolo County,CA,201073,201954,204576,206292,208398,212037,215627,218477,220118,220500
6115,Yuba County,CA,72348,72489,72774,73090,73533,74045,74952,76578,77557,78668
8001,Adams County,CO,443691,452201,460558,469978,479946,490443,497734,503590,511354,517421
8003,Alamosa County,CO,15515,15709,15680,15787,15803,15894,16053,16108,16248,16233
8005,Arapahoe County,CO,574747,585968,596500,608467,619034,630984,638950,644478,651797,656590
8007,Archuleta County,CO,12046,12021,12132,12216,12231,12387,12825,13295,13730,14029
8009,Baca County,CO,3807,3778,3722,3656,3587,3555,3530,3554,3584,3581
8011,Bent County,CO,6500,6424,5848,5761,5820,5889,5833,5827,5808,5577
8013,Boulder County,CO,295037,299957,304570,309323,312233,318027,321250,322441,324636,326196
8014,Broomfield County,CO,56226,57493,58971,60149,61764,64866,66513,68263,69324,70465
8015,Chaffee County,CO,17808,18028,18154,18355,18451,18612,19110,19666,20041,20356
8017,Cheyenne County,CO,1833,1863,1872,1879,1846,1827,1850,1853,1859,1831
8019,Clear Creek County,CO,9083,9011,9018,9024,9124,9244,9353,9574,9604,9700
8021,Conejos County,CO,8312,8290,8248,8199,8230,8065,8050,8139,8181,8205
8023,Costilla County,CO,3529,3641,3603,3541,3561,3576,3693,3756,3812,3887
8025,Crowley County,CO,5861,5882,5467,5346,5609,5628,5285,5840,5957,6061
8027,Custer County,CO,4279,4225,4219,4261,4340,4434,4588,4857,4934,5068
8029,Delta County,CO,30860,30393,30465,30338,29963,29913,30346,30519,30884,31162
8031,Denver County,CO,603359,620530,635163,649391,664582,683285,696159,704961,716265,727211
8033,Dolores County,CO,2069,2044,2009,2033,1977,1981,2056,2045,2060,2055
8035,Douglas County,CO,286977,292548,298708,306234,314545,322025,328219,335816,342989,351154
8037,Eagle County,CO,52099,52051,52334,52816,53276,53865,54541,54929,54943,55127
8039,Elbert County,CO,23142,23178,23274,23541,24031,24630,25157,25765,26303,26729
8041,El Paso County,CO,627031,637305,646003,655209,663129,674001,688277,700099,712089,720403
8043,Fremont County,CO,46837,47379,47052,46332,46147,46282,46976,47548,47959,47839
8045,Garfield County,CO,56072,56048,56761,56938,57161,57698,58785,59032,59701,60061
8047,Gilpin County,CO,5471,5428,5431,5530,5747,5805,5914,6018,6112,6243
8049,Grand County,CO,14796,14563,14221,14312,14559,14726,15179,15364,15511,15734
8051,Gunnison County,CO,15291,15261,15378,15575,15765,16104,16414,16863,17167,17462
8053,Hinsdale County,CO,844,825,802,804,773,764,788,791,808,820
8055,Huerfano County,CO,6681,6528,6565,6460,6393,6404,6580,6628,6887,6897
8057,Jackson County,CO,53184,53214,53079,52957,52562,52195,51988,51828,51621,51626
8059,Jefferson County,CO,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573
8061,Kiowa County,CO,1404,1431,1409,1392,1380,1384,1342,1365,1379,1406
8063,Kit Carson County,CO,8263,8172,8072,8245,8018,8215,7626,7137,7159,7097
8065,Lake County,CO,64735,64251,63954,63796,64044,64260,63903,64111,64317,64386
8067,La Plata County,CO,51411,51866,52451,53368,53865,54687,55316,55563,56299,56221
8069,Larimer County,CO,300441,305246,310842,316225,324008,333303,338984,344084,350660,356899
8071,Las Animas County,CO,15422,15053,14992,14396,14048,14043,14073,14201,14508,14506
8073,Lincoln County,CO,14089,14339,14180,14063,14025,13866,13728,13475,13184,13024
8075,Logan County,CO,22308,22242,21928,22031,21866,21729,21732,21739,21673,21466
8077,Mesa County,CO,146259,147174,147317,147175,147113,148025,149736,151170,152951,154210
8079,Mineral County,CO,704,711,719,732,704,744,756,753,772,769
8081,Moffat County,CO,13794,13423,13171,13126,12934,12939,13144,13088,13183,13283
8083,Montezuma County,CO,25576,25476,25476,25542,25514,25716,25994,26112,26152,26183
8085,Montrose County,CO,41186,40974,40650,40549,40585,40562,41151,41753,42206,42758
8087,Morgan County,CO,119608,120024,120102,119571,119444,119257,119006,118918,119203,119679
8089,Otero County,CO,18859,18839,18634,18452,18336,18182,18266,18345,18338,18278
8091,Ouray County,CO,4456,4423,4507,4552,4574,4608,4789,4813,4822,4952
8093,Park County,CO,16279,16055,16049,16184,16381,16726,17343,17894,18525,18845
8095,Phillips County,CO,21676,21406,20736,20437,19952,19546,19050,18599,18054,17782
8097,Pitkin County,CO,17154,17169,17292,17460,17712,17940,17975,17973,17976,17767
8099,Prowers County,CO,12545,12502,12421,12317,12062,11936,11926,11998,12079,12172
8101,Pueblo County,CO,159390,160184,160721,161033,161356,163006,164774,166283,167422,168424
8103,Rio Blanco County,CO,6623,6747,6758,6693,6595,6478,6436,6352,6330,6324
8105,Rio Grande County,CO,12023,11913,11866,11676,11504,11352,11337,11297,11271,11267
8107,Routt County,CO,23434,23252,23272,23599,24067,24360,24682,25171,25507,25638
8109,Saguache County,CO,6136,6188,6333,6242,6198,6253,6412,6633,6840,6824
8111,San Juan County,CO,708,690,692,692,712,689,691,712,764,728
8113,San Miguel County,CO,7357,7487,7581,7621,7738,7836,8017,8034,8180,8179
8115,Sedgwick County,CO,2371,2372,2378,2340,2334,2373,2400,2311,2276,2248
8117,Summit County,CO,28073,28042,28298,28728,29317,30045,30552,30820,30817,31011
8119,Teller County,CO,23469,23369,23445,23356,23433,23388,24058,24674,25113,25388
8121,Washington County,CO,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326
8123,Weld County,CO,254207,258827,264131,270165,277112,285819,295712,305885,314815,324492
8125,Yuma County,CO,197127,202841,202475,202420,204054,205186,207247,209507,211612,213787
9001,Fairfield County,CT,919355,928000,935099,939924,944196,944943,944347,943038,943971,943332
9003,Hartford County,CT,895236,896864,897706,897678,897407,896290,894141,893076,892580,891720
9005,Litchfield County,CT,189763,188972,187570,186836,185343,184122,182793,181667,181095,180333
9007,Middlesex County,CT,165616,166174,165634,165329,164786,163724,163292,162942,162870,162436
9009,New Haven County,CT,863357,863871,864566,862820,862885,860186,857901,857748,856971,854757
9011,New London County,CT,274004,273037,274091,272976,271462,269636,268403,267419,266285,265206
9013,Tolland County,CT,153239,153050,151967,151778,151693,151734,151162,151009,150689,150721
9015,Windham County,CT,118544,118315,117914,117500,116752,116487,116102,116398,117059,116782
10001,Kent County,DE,162956,165110,167297,169038,171456,173128,174542,176499,178540,180786
10003,New Castle County,DE,538752,541909,544848,548331,550768,553488,555058,555976,557550,558753
10005,Sussex County,DE,197885,200362,203034,206207,210263,214636,219321,224348,229389,234225
11001,District of Columbia,DC,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749
12001,Alachua County,FL,247614,249834,251520,252475,255456,259052,263959,266309,268851,269043
12003,Baker County,FL,27066,27049,27053,27009,27122,27355,27884,28254,28353,29210
12005,Bay County,FL,169206,169555,171757,174596,178289,181488,183634,184736,186240,174705
12007,Bradford County,FL,28536,28431,27051,26802,26552,26748,26740,27142,27752,28201
