fips_code,name,state,pop_2010,pop_2011,pop_2012,pop_2013,pop_2014,pop_2015,pop_2016,pop_2017,pop_2018,pop_2019
31115,Loup County,NE,628,617,605,587,596,606,616,604,617,664
31117,McPherson County,NE,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542
31119,Madison County,NE,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909
31121,Merrick County,NE,7852,7760,7845,7830,7788,7805,7838,7859,7733,7755
31123,Morrill County,NE,5039,4984,4934,4925,4918,4925,4867,4796,4674,4642
31125,Nance County,NE,3740,3731,3674,3558,3527,3573,3561,3561,3506,3519
31127,Nemaha County,NE,10159,10088,10067,10092,10087,10094,10089,10060,10125,10231
31129,Nuckolls County,NE,4514,4447,4430,4384,4347,4322,4274,4269,4207,4148
31131,Otoe County,NE,15748,15741,15689,15688,15780,15842,15950,15956,15983,16012
31133,Pawnee County,NE,6980,6978,6863,6863,6822,6769,6719,6665,6573,6414
31135,Perkins County,NE,2978,2944,2930,2891,2875,2932,2892,2886,2902,2891
31137,Phelps County,NE,45294,45246,45230,45006,44925,44766,44708,44551,44551,44573
31139,Pierce County,NE,18815,18774,18905,19017,19010,19094,19104,19197,19388,19465
31141,Platte County,NE,89702,90880,92151,93367,94859,96445,98641,101141,102764,104418
31143,Polk County,NE,20667,20558,20420,20342,20249,20194,20145,20147,20019,19964
31145,Red Willow County,NE,11059,11049,11044,11053,10901,10883,10767,10760,10705,10724
31147,Richardson County,NE,8372,8342,8283,8131,8110,8025,8004,7971,7938,7865
31149,Rock County,NE,9658,9599,9481,9428,9379,9442,9392,9459,9401,9315
31151,Saline County,NE,107656,109553,111442,113348,114874,116390,117656,119520,121074,122437
31153,Sarpy County,NE,159720,162568,165664,168990,171853,175173,178355,181376,184062,187196
31155,Saunders County,NE,20869,20841,20797,20877,20860,20949,20992,21032,21274,21578
31157,Scotts Bluff County,NE,37057,36956,36905,36853,36437,36245,36420,36160,35925,35618
31159,Seward County,NE,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428
31161,Sheridan County,NE,2530,2502,2491,2500,2502,2475,2485,2526,2522,2521
31163,Sherman County,NE,6018,6053,6120,6090,6067,5964,5955,5936,5917,5917
31165,Sioux County,NE,33754,34016,34282,34503,34635,34754,34944,34781,34802,34855
31167,Stanton County,NE,2246,2213,2155,2178,2141,2070,2105,2055,2025,2006
31169,Thayer County,NE,5235,5170,5145,5179,5213,5129,5080,5034,5039,5003
31171,Thomas County,NE,44747,44590,44528,44770,44765,44796,44950,44619,44334,44451
31173,Thurston County,NE,6969,6903,6925,6872,6961,7073,7139,7196,7274,7224
31175,Valley County,NE,9788,9636,9536,9575,9793,10043,10422,10667,11021,11392
31177,Washington County,NE,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326
31179,Wayne County,NE,30074,30294,30320,29990,29891,29430,29974,29797,29810,29927
31181,Webster County,NE,2781,2764,2765,2669,2611,2631,2616,2589,2606,2607
31183,Wheeler County,NE,7769,8079,7933,7935,7984,7911,8015,7960,7898,7855
31185,York County,NE,197209,198240,198872,199429,200827,201223,202565,204282,205869,207641
32001,Churchill County,NV,24818,24593,24245,23927,23824,23957,23904,24021,24506,24909
32003,Clark County,NV,22925,22928,22755,22582,22557,22513,22602,22184,22313,22320
32005,Douglas County,NV,286977,292548,298708,306234,314545,322025,328219,335816,342989,351154
32007,Elko County,NV,49088,49442,50969,52334,52531,51728,52082,52357,52539,52778
32009,Esmeralda County,NV,784,770,791,847,824,830,826,843,827,873
32011,Eureka County,NV,1990,1977,1991,2049,1988,2029,1936,1946,1998,2029
32013,Humboldt County,NV,135009,135243,134572,134403,134494,135102,136290,136507,136244,135558
32015,Lander County,NV,5795,5839,5920,6060,5968,5873,5684,5579,5547,5532
32017,Lincoln County,NV,14089,14339,14180,14063,14025,13866,13728,13475,13184,13024
32019,Lyon County,NV,11567,11692,11757,11695,11703,11747,11780,11785,11815,11755
32021,Mineral County,NV,704,711,719,732,704,744,756,753,772,769
32023,Nye County,NV,43844,43976,43585,42869,42840,42966,43248,43977,45186,46523
32027,Pershing County,NV,6737,6610,6751,6842,6702,6618,6576,6469,6685,6725
32029,Storey County,NV,3997,3905,3838,3795,3803,3876,3986,3976,3981,4123
32031,Washoe County,NV,421954,423996,427370,431083,436307,442453,449723,456629,464354,471519
32033,White Pine County,NV,10027,10129,10020,10046,10035,9873,9749,9651,9540,9580
32510,Carson City,NV,54981,54676,54312,53726,54082,54068,54147,54532,55202,55916
33001,Belknap County,NH,60101,60335,60438,60235,60285,60370,60747,60872,61145,61303
33003,Carroll County,NH,27553,27466,27623,27791,27734,27755,27728,27865,28097,28380
33005,Cheshire County,NH,77058,76933,76902,76712,76426,76288,75975,75963,75901,76085
33007,Coos County,NH,32970,32507,31978,31949,32779,32343,31916,31396,31486,31563
33009,Grafton County,NH,89130,89276,89617,89894,89930,89439,90004,89853,89701,89886
33011,Hillsborough County,NH,1233498,1255503,1279639,1304131,1332298,1364073,1396693,1426736,1451919,1471968
33013,Merrimack County,NH,146388,146867,147105,147497,148161,148649,149063,149830,150650,151391
33015,Rockingham County,NH,295289,296195,298157,299456,301361,302691,304377,306669,308287,309769
33017,Strafford County,NH,123200,124133,124768,125029,126542,127038,128311,129841,129797,130633
33019,Sullivan County,NH,21390,21218,21203,21138,20995,20874,20710,20700,20696,20669
34001,Atlantic County,NJ,274648,274621,274629,274314,272578,270153,267217,265498,263989,263670
34003,Bergen County,NJ,906284,911994,916255,919951,923403,926391,928120,932420,932816,932202
34005,Burlington County,NJ,449129,450187,450522,448824,448168,446832,445972,445610,444745,445349
34007,Camden County,NJ,50661,50303,51351,51404,51909,52439,52394,53005,53651,54666
34009,Cape May County,NJ,97212,96494,96228,95498,94907,94160,93655,93129,92446,92039
34011,Cumberland County,NJ,11053,11080,10950,10904,10923,10860,10868,10880,10804,10766
34013,Essex County,NJ,745461,751507,757338,764563,771653,776865,779847,784453,788183,789034
34015,Gloucester County,NJ,289150,289687,289804,289883,290680,290943,290761,290961,291525,291636
34017,Hudson County,NJ,635652,645634,652348,657047,660240,664492,668588,672826,671931,672391
34019,Hunterdon County,NJ,127322,127330,126594,126376,125835,125452,124775,124712,124807,124371
34021,Mercer County,NJ,16409,16316,16163,16075,15901,15746,15602,15608,15551,15437
34023,Middlesex County,NJ,165616,166174,165634,165329,164786,163724,163292,162942,162870,162436
34025,Monmouth County,NJ,630461,629119,627641,626912,625512,624079,622971,621990,620459,618795
34027,Morris County,NJ,5918,5864,5849,5719,5664,5628,5558,5467,5557,5620
34029,Ocean County,NJ,577564,578876,579932,582059,584447,587091,590897,595424,601478,607186
34031,Passaic County,NJ,502023,503264,503558,503857,504547,504629,504147,504402,503183,501826
34033,Salem County,NJ,65980,65875,65413,64786,64323,63732,63203,62883,62746,62385
34035,Somerset County,NJ,52216,51930,51806,51698,51235,50729,50546,50351,50489,50484
34037,Sussex County,NJ,197885,200362,203034,206207,210263,214636,219321,224348,229389,234225
34039,Union County,NJ,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682
34041,Warren County,NJ,5782,5677,5544,5518,5458,5374,5345,5265,5247,5254
35001,Bernalillo County,NM,663923,670283,673615,676326,675957,676248,677683,678203,678034,679121
35003,Catron County,NM,3748,3716,3635,3586,3547,3476,3518,3553,3554,3527
35005,Chaves County,NM,65720,65720,65765,66009,65809,65825,65646,65080,64554,64615
35006,Cibola County,NM,27315,27489,27418,27414,27155,27044,27049,26921,26766,26675
35007,Colfax County,NM,10540,10566,10552,10454,10663,10717,10712,10700,10734,10709
35009,Curry County,NM,48971,49819,50806,50775,51109,50290,50283,49794,49338,48954
35011,De Baca County,NM,2031,2000,1957,1928,1861,1873,1835,1805,1779,1748
35013,Do±a Ana County,NM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
35015,Eddy County,NM,53909,54070,54419,55662,56682,57715,57650,57108,57729,58460
35017,Grant County,NM,17886,17947,18038,18046,18074,18016,18064,18103,18180,18265
35019,Guadalupe County,NM,4695,4625,4591,4531,4442,4350,4369,4410,4334,4300
35021,Harding County,NM,690,713,700,691,693,719,687,684,650,625
35023,Hidalgo County,NM,4864,4843,4780,4624,4549,4436,4324,4298,4231,4198
35025,Lea County,NM,64598,65126,66362,68613,70165,71476,70249,69046,69543,71070
35027,Lincoln County,NM,14089,14339,14180,14063,14025,13866,13728,13475,13184,13024
35028,Los Alamos County,NM,17994,18229,18234,17947,17803,17817,18209,18742,18988,19369
35029,Luna County,NM,25081,25106,24921,24592,24428,24367,24362,24100,23877,23709
35031,McKinley County,NM,71673,72332,72365,72665,72796,73462,73028,72423,71911,71367
35033,Mora County,NM,4893,4781,4684,4695,4613,4609,4533,4530,4487,4521
35035,Otero County,NM,18859,18839,18634,18452,18336,18182,18266,18345,18338,18278
35037,Quay County,NM,9064,9045,8808,8675,8465,8445,8390,8299,8242,8253
35039,Rio Arriba County,NM,40286,40244,40195,40064,39736,39370,39245,39235,39023,38921
35041,Roosevelt County,NM,10443,10497,10856,11089,11285,11417,11225,11160,11069,11004
35043,Sandoval County,NM,132431,134326,135380,136311,137023,138521,140464,142689,145096,146748
35045,San Juan County,NM,708,690,692,692,712,689,691,712,764,728
35047,San Miguel County,NM,7357,7487,7581,7621,7738,7836,8017,8034,8180,8179
35049,Santa Fe County,NM,144522,145847,146722,147465,147782,148098,148758,149491,149761,150358
35051,Sierra County,NM,3220,3098,3067,3028,2972,2985,2951,3002,2997,3005
35053,Socorro County,NM,17791,17775,17475,17509,17258,17152,16964,16832,16704,16637
35055,Taos County,NM,32895,32890,32759,32957,32963,32797,32922,32790,32699,32723
35057,Torrance County,NM,16404,16447,16155,15825,15666,15596,15491,15535,15512,15461
35059,Union County,NM,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682
35061,Valencia County,NM,76800,76960,76789,76491,75892,75661,75599,75884,76305,76688
36001,Albany County,NY,304086,304596,305723,306589,307151,307433,307597,307717,306585,305506
36003,Allegany County,NY,74965,74572,73947,73576,73020,72462,72053,71352,70941,70416
36005,Bronx County,NY,1387298,1397335,1411496,1421928,1430942,1440005,1444417,1440625,1432087,1418207
36007,Broome County,NY,200481,199363,198667,197914,197251,195928,194498,193100,191925,190488
36009,Cattaraugus County,NY,80218,79815,79348,78996,78677,77926,77658,77176,76726,76117
36011,Cayuga County,NY,79895,79693,79505,79088,78762,78298,77674,77457,77121,76576
36013,Chautauqua County,NY,3649,3610,3559,3529,3456,3387,3360,3315,3304,3250
36015,Chemung County,NY,88895,88899,89137,88199,87177,86705,85644,84736,83935,83456
36017,Chenango County,NY,50399,50182,49883,49477,49319,48772,48315,47805,47445,47207
36019,Clinton County,NY,37843,38031,37918,37731,37646,37665,37599,37645,37697,37562
36021,Columbia County,NY,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457
36023,Cortland County,NY,49279,49380,49023,48905,48740,48290,47915,47815,47722,47581
36025,Delaware County,NY,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135
36027,Dutchess County,NY,297728,298133,297023,296268,295127,294039,293029,293545,293939,294218
36029,Erie County,NY,919152,919843,919906,920869,921755,920644,918678,919034,919717,918702
36031,Essex County,NY,745461,751507,757338,764563,771653,776865,779847,784453,788183,789034
36033,Franklin County,NY,31746,31776,31690,31553,31559,31515,31611,31542,31298,31362
36035,Fulton County,NY,12215,12240,12169,12170,12081,12138,12099,12131,12308,12477
36037,Genesee County,NY,424953,422026,418193,415639,412859,410461,408926,407488,406688,405813
36039,Greene County,NY,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111
36041,Hamilton County,NY,14683,14595,14721,14342,14071,14272,14303,14364,14262,14428
36043,Herkimer County,NY,64470,64386,64227,63883,63384,62652,62436,62163,61713,61319
36045,Jefferson County,NY,658215,658109,658061,659265,659972,660455,660343,659599,659429,658573
36047,Kings County,NY,152370,151868,150991,150337,149495,150085,149382,149665,151382,152940
36049,Lewis County,NY,3820,3806,3820,3805,3813,3791,3846,3884,3832,3838
36051,Livingston County,NY,38854,38805,38511,37394,37036,36605,36107,36124,35714,35648
36053,Madison County,NY,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909
36055,Monroe County,NY,23005,22796,22581,22170,21926,21717,21548,21290,21062,20733
36057,Montgomery County,NY,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486
36059,Nassau County,NY,73513,74148,74519,75384,76250,77951,80055,82925,85936,88625
36061,New York County,NY,1588767,1608293,1623911,1627491,1630678,1636063,1635443,1630698,1629055,1628706
36063,Niagara County,NY,216475,215719,214713,214105,213305,212358,211554,210848,210060,209281
36065,Oneida County,NY,4290,4233,4225,4257,4178,4248,4296,4389,4462,4531
36067,Onondaga County,NY,467533,467614,467030,468146,467285,466277,464109,461795,461649,460528
36069,Ontario County,NY,108176,108599,108611,109044,109334,109271,109229,109538,109738,109777
36071,Orange County,NY,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692
36073,Orleans County,NY,42851,42648,42391,42229,41861,41481,41247,40786,40655,40352
36075,Oswego County,NY,122137,121981,121458,121170,120590,119735,118895,118427,117515,117124
36077,Otsego County,NY,24151,24115,24042,24078,24110,24203,24408,24528,24641,24668
36079,Putnam County,NY,74220,73652,72927,72370,71971,71939,72373,73384,74043,74521
36081,Queens County,NY,2234701,2255482,2272222,2287185,2298736,2305838,2306830,2295808,2274605,2253858
36083,Rensselaer County,NY,159340,159589,159437,159545,159666,159436,159294,159200,159283,158714
36085,Richmond County,NY,201115,200568,201742,201335,201287,201451,201949,201673,201667,202518
36087,Rockland County,NY,312499,315452,317196,319284,321119,322919,323258,324622,325522,325789
36089,St. Lawrence County,NY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
36091,Saratoga County,NY,220109,221111,222483,224087,224513,226078,227122,229276,230170,229863
36093,Schenectady County,NY,154861,154864,155016,154944,155016,154733,154475,154710,155079,155299
36095,Schoharie County,NY,32686,32618,32039,31900,31767,31405,31304,31255,31146,30999
36097,Schuyler County,NY,7535,7464,7456,7392,7261,7151,7030,6948,6870,6768
36099,Seneca County,NY,35266,35380,35388,35250,34879,34801,34710,34246,34179,34016
36101,Steuben County,NY,34109,34068,34158,34371,34491,34469,34329,34384,34487,34594
36103,Suffolk County,NY,725772,737141,751103,762488,773630,782591,792576,800806,803147,803907
36105,Sullivan County,NY,21390,21218,21203,21138,20995,20874,20710,20700,20696,20669
36107,Tioga County,NY,51008,50875,50278,50103,49824,49355,48824,48609,48441,48203
36109,Tompkins County,NY,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180
36111,Ulster County,NY,182418,182448,181538,180698,180400,179658,179042,178635,178418,177573
36113,Warren County,NY,5782,5677,5544,5518,5458,5374,5345,5265,5247,5254
36115,Washington County,NY,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326
36117,Wayne County,NY,30074,30294,30320,29990,29891,29430,29974,29797,29810,29927
36119,Westchester County,NY,950601,956262,959585,964567,967044,968773,970267,969689,968213,967506
36121,Wyoming County,NY,42126,41849,41700,41359,41134,40930,40432,40282,40023,39859
36123,Yates County,NY,25376,25454,25337,25207,25149,25128,25059,25002,24951,24913
37001,Alamance County,NC,151431,152692,153265,154162,155384,157037,160283,163276,166514,169509
37003,Alexander County,NC,8206,7992,7717,7238,7083,6762,6459,6278,6041,5761
37005,Alleghany County,NC,11137,11016,10943,10903,10891,10856,10919,10988,11138,11137
37007,Anson County,NC,26852,26512,26309,25957,25965,25602,25165,24829,24470,24446
37009,Ashe County,NC,27228,26986,26924,26840,26764,26628,26600,26787,27099,27203
37011,Avery County,NC,17799,17770,17611,17654,17650,17486,17442,17517,17528,17557
37013,Beaufort County,NC,47822,47675,47431,47382,47339,47389,47369,47033,47056,46994
37015,Bertie County,NC,21245,20858,20494,20326,20316,20162,19423,19263,19106,18947
37017,Bladen County,NC,35181,34880,34807,34618,34361,34083,33638,33443,33151,32722
37019,Brunswick County,NC,108069,110185,112013,114922,118305,122211,126304,130859,136880,142820
37021,Buncombe County,NC,238738,241172,243655,246807,249084,251954,254955,257071,259259,261191
37023,Burke County,NC,23336,23506,23048,22824,22621,22632,22601,22545,22439,22383
37025,Cabarrus County,NC,178562,181175,184340,187240,191680,196396,201639,206988,211597,216453
37027,Caldwell County,NC,13010,13027,12992,12887,12848,12748,12634,12666,12716,12747
37029,Camden County,NC,50661,50303,51351,51404,51909,52439,52394,53005,53651,54666
37031,Carteret County,NC,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473
37033,Caswell County,NC,23750,23456,23042,23093,22807,22813,22755,22616,22634,22604
37035,Catawba County,NC,154730,154459,154693,154965,155085,155527,156448,157852,158687,159551
37037,Chatham County,NC,265799,271623,276164,277650,282201,285959,288615,289309,289166,289430
37039,Cherokee County,NC,25963,25989,25958,26017,25895,25732,25768,25805,26014,26196
37041,Chowan County,NC,14738,14807,14695,14668,14502,14248,14201,14029,14065,13943
37043,Clay County,NC,13898,13687,13434,13404,13441,13415,13393,13350,13294,13235
37045,Cleveland County,NC,8677,8674,8609,8515,8399,8284,8245,8162,7995,7956
37047,Columbus County,NC,57992,57705,57534,57080,56883,56675,56292,56047,55819,55508
37049,Craven County,NC,104171,104831,105319,104285,104055,102853,102632,102492,102338,102139
37051,Cumberland County,NC,11053,11080,10950,10904,10923,10860,10868,10880,10804,10766
37053,Currituck County,NC,23674,23906,24025,24253,24820,25106,25640,26290,27016,27763
37055,Dare County,NC,33982,34156,34383,34810,34894,35468,35829,36199,36607,37009
37057,Davidson County,NC,162840,162923,163040,163295,163383,163486,164270,165180,166358,167609
37059,Davie County,NC,41254,41335,41281,41435,41259,41648,41921,42308,42563,42846
37061,Duplin County,NC,58666,59216,59449,59328,59432,58883,59275,58943,58991,58741
37063,Durham County,NC,271357,276563,282659,288723,295137,300793,307826,312153,316979,321488
37065,Edgecombe County,NC,56619,56050,55675,55422,54866,53743,53283,52756,51984,51472
37067,Forsyth County,NC,176723,181794,186793,193801,202598,211250,220481,228940,236993,244252
37069,Franklin County,NC,31746,31776,31690,31553,31559,31515,31611,31542,31298,31362
37071,Gaston County,NC,206114,206886,207903,209212,210545,212919,216622,219656,222630,224529
37073,Gates County,NC,12165,12043,11890,11703,11633,11531,11569,11514,11563,11562
37075,Graham County,NC,37152,37126,37015,37433,38099,37860,37807,37481,37995,38837
37077,Granville County,NC,57673,57503,57557,57762,57995,58162,58684,59372,59979,60443
37079,Greene County,NC,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111
37081,Guilford County,NC,489618,494953,500514,506400,512233,517053,524265,528243,532607,537174
37083,Halifax County,NC,54470,54114,53732,53187,52833,52182,51815,51311,50634,50010
37085,Harnett County,NC,115753,119178,122204,125028,126685,128034,130674,132395,134336,135976
37087,Haywood County,NC,58932,58726,58640,58962,59132,59646,60405,61005,61890,62317
37089,Henderson County,NC,7343,7216,7043,6963,7011,6997,6886,6819,6697,6646
37091,Hertford County,NC,24764,24718,24600,24575,24582,24373,24209,23923,23878,23677
37093,Hoke County,NC,47496,49468,50483,51155,51586,52739,52981,54138,54695,55234
37095,Hyde County,NC,5811,5798,5689,5654,5600,5426,5434,5240,5026,4937
37097,Iredell County,NC,159778,161037,162670,164582,166498,169453,172466,175634,178332,181806
37099,Jackson County,NC,53184,53214,53079,52957,52562,52195,51988,51828,51621,51626
37101,Johnston County,NC,169678,172446,174383,177227,180710,185104,190843,196374,202692,209339
37103,Jones County,NC,28646,28740,28624,28576,28652,28441,28574,28466,28680,28735
37105,Lee County,NC,140794,144130,148567,151809,154511,156954,159168,161440,163656,164542
37107,Lenoir County,NC,59488,59411,59114,58732,58255,57981,57240,56622,55990,55949
37109,Lincoln County,NC,14089,14339,14180,14063,14025,13866,13728,13475,13184,13024
37111,McDowell County,NC,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756
37113,Macon County,NC,21505,21284,20608,20021,19641,19296,19060,18793,18321,18068
37115,Madison County,NC,336095,339565,342730,346625,349796,352977,356729,361762,367004,372909
37117,Martin County,NC,146909,147871,148981,151126,153119,155559,158325,159701,160742,161000
37119,Mecklenburg County,NC,923242,943823,967063,990677,1010229,1033238,1056901,1078128,1093750,1110356
37121,Mitchell County,NC,23502,23400,23086,22992,22715,22449,22455,22317,22135,21863
37123,Montgomery County,NC,229505,229189,228874,228190,227551,227279,227170,227265,226504,226486
37125,Moore County,NC,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880
37127,Nash County,NC,95786,95740,95187,94421,94200,93786,93953,94019,94094,94298
37129,New Hanover County,NC,203284,205966,209045,212921,215963,219422,224809,228728,232256,234473
37131,Northampton County,NC,22039,21916,21285,20856,20652,20533,20127,19890,19698,19483
37133,Onslow County,NC,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938
37135,Orange County,NC,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692
37137,Pamlico County,NC,13109,13244,13019,12880,12872,12741,12765,12638,12633,12726
37139,Pasquotank County,NC,40626,40266,40378,39548,39436,39384,39392,39386,39583,39824
37141,Pender County,NC,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060
37143,Perquimans County,NC,13480,13498,13587,13634,13538,13463,13402,13439,13381,13463
37145,Person County,NC,39411,39520,39175,39239,39114,39190,39270,39338,39436,39490
37147,Pitt County,NC,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742
37149,Polk County,NC,20667,20558,20420,20342,20249,20194,20145,20147,20019,19964
37151,Randolph County,NC,22937,22745,22533,22547,22353,22594,22504,22687,22727,22722
37153,Richmond County,NC,201115,200568,201742,201335,201287,201451,201949,201673,201667,202518
37155,Robeson County,NC,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625
37157,Rockingham County,NC,295289,296195,298157,299456,301361,302691,304377,306669,308287,309769
37159,Rowan County,NC,23376,23558,23796,24210,24250,24642,24416,24514,24503,24460
37161,Rutherford County,NC,67740,67416,67215,66847,66561,66375,66286,66529,66775,67029
37163,Sampson County,NC,63532,63514,63708,63898,63796,63559,63225,63263,63345,63531
37165,Scotland County,NC,4840,4835,4865,4893,4840,4821,4902,4948,4938,4902
37167,Stanly County,NC,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806
37169,Stokes County,NC,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591
37171,Surry County,NC,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783
37173,Swain County,NC,14006,14007,14053,13977,14238,14326,14190,14263,14249,14271
37175,Transylvania County,NC,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385
37177,Tyrrell County,NC,4415,4337,4122,4104,4120,4139,4024,4180,4115,4016
37179,Union County,NC,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682
37181,Vance County,NC,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535
37183,Wake County,NC,906870,928787,952060,974198,997788,1022319,1048335,1071706,1091273,1111761
37185,Warren County,NC,5782,5677,5544,5518,5458,5374,5345,5265,5247,5254
37187,Washington County,NC,17626,17355,17146,16897,16868,16832,16621,16522,16402,16326
37189,Watauga County,NC,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177
37191,Wayne County,NC,30074,30294,30320,29990,29891,29430,29974,29797,29810,29927
37193,Wilkes County,NC,10388,10229,10086,9920,9949,9911,9809,9860,9864,9777
37195,Wilson County,NC,9389,9238,9120,9091,8970,8845,8698,8707,8666,8525
37197,Yadkin County,NC,38433,38342,38144,38063,37846,37619,37653,37588,37481,37667
37199,Yancey County,NC,17805,17690,17624,17549,17542,17550,17610,17697,17873,18069
38001,Adams County,ND,443691,452201,460558,469978,479946,490443,497734,503590,511354,517421
38003,Barnes County,ND,11065,11113,11006,11115,11062,11008,10899,10679,10527,10415
38005,Benson County,ND,6677,6688,6771,6899,6885,6820,6840,6916,6958,6832
38007,Billings County,ND,783,844,919,912,920,948,948,922,918,928
38009,Bottineau County,ND,6440,6499,6606,6738,6684,6734,6573,6522,6398,6282
38011,Bowman County,ND,3143,3143,3211,3214,3238,3277,3222,3150,3067,3024
38013,Burke County,ND,23336,23506,23048,22824,22621,22632,22601,22545,22439,22383
38015,Burleigh County,ND,81701,83295,85748,88422,90510,93211,94606,95247,95276,95626
38017,Cass County,ND,13633,13629,13427,13293,13081,12843,12672,12492,12312,12147
38019,Cavalier County,ND,3987,3946,3923,3856,3847,3827,3824,3793,3811,3762
38021,Dickey County,ND,5278,5254,5220,5194,5101,5054,4987,4848,4931,4872
38023,Divide County,ND,2080,2143,2248,2327,2428,2459,2391,2295,2264,2264
38025,Dunn County,ND,3536,3724,3958,4140,4375,4578,4372,4274,4328,4424
38027,Eddy County,ND,53909,54070,54419,55662,56682,57715,57650,57108,57729,58460
38029,Emmons County,ND,3531,3506,3470,3476,3412,3397,3338,3298,3278,3241
38031,Foster County,ND,3343,3343,3380,3355,3337,3325,3309,3249,3207,3210
38033,Golden Valley County,ND,879,830,827,846,841,818,810,817,822,821
38035,Grand Forks County,ND,66994,66654,67582,69102,69764,70352,70473,70489,70355,69451
38037,Grant County,ND,17886,17947,18038,18046,18074,18016,18064,18103,18180,18265
38039,Griggs County,ND,2416,2370,2345,2284,2291,2288,2258,2244,2228,2231
38041,Hettinger County,ND,2476,2504,2542,2644,2627,2657,2597,2479,2503,2499
38043,Kidder County,ND,2447,2442,2447,2444,2448,2449,2475,2471,2453,2480
38045,LaMoure County,ND,4130,4095,4085,4101,4096,4136,4113,4101,4075,4046
38047,Logan County,ND,22308,22242,21928,22031,21866,21729,21732,21739,21673,21466
38049,McHenry County,ND,309112,308504,308230,307605,307404,307572,307159,307815,308251,307774
38051,McIntosh County,ND,14311,14223,13883,14027,14064,14031,14057,14080,14322,14378
38053,McKenzie County,ND,6412,7011,7978,9278,10979,12794,12572,12688,13594,15024
38055,McLean County,ND,169810,170909,172721,175037,174105,173141,173070,172754,172410,171517
38057,Mercer County,ND,16409,16316,16163,16075,15901,15746,15602,15608,15551,15437
38059,Morton County,ND,3240,3176,3127,3116,3041,2953,2790,2747,2693,2587
38061,Mountrail County,ND,7708,8103,8739,9340,9751,10311,10234,10276,10239,10545
38063,Nelson County,ND,43629,44062,44401,44540,44858,45114,45497,45591,45813,46233
38065,Oliver County,ND,1841,1849,1848,1889,1868,1865,1895,1930,1945,1959
38067,Pembina County,ND,7402,7354,7220,7098,7068,7031,7046,6962,6895,6801
38069,Pierce County,ND,18815,18774,18905,19017,19010,19094,19104,19197,19388,19465
38071,Ramsey County,ND,509387,515826,521009,527131,532796,536631,541502,544886,548872,550321
38073,Ransom County,ND,5440,5432,5470,5496,5442,5451,5375,5303,5224,5218
38075,Renville County,ND,15684,15427,15283,15069,14933,14798,14613,14693,14609,14548
38077,Richland County,ND,16194,16190,16134,16008,16020,15957,15829,15837,15695,15513
38079,Rolette County,ND,14007,14193,14403,14680,14733,14698,14716,14614,14349,14176
38081,Sargent County,ND,3812,3792,3893,3879,3920,3866,3883,3862,3851,3898
38083,Sheridan County,ND,2530,2502,2491,2500,2502,2475,2485,2526,2522,2521
38085,Sioux County,ND,33754,34016,34282,34503,34635,34754,34944,34781,34802,34855
38087,Slope County,ND,732,727,766,771,779,781,781,767,761,750
38089,Stark County,ND,5969,5842,5739,5705,5601,5505,5512,5457,5418,5342
38091,Steele County,ND,36497,36568,36311,36363,36483,36599,36644,36787,36738,36649
38093,Stutsman County,ND,21137,21021,20978,21082,21120,21047,21068,21132,20875,20704
38095,Towner County,ND,2243,2260,2292,2264,2275,2251,2249,2244,2185,2189
38097,Traill County,ND,8105,8068,8070,8188,8042,7987,8001,7998,8020,8036
38099,Walsh County,ND,11114,11025,11024,11081,10907,10852,10816,10801,10645,10641
38101,Ward County,ND,62121,64209,64863,67398,68869,70703,69489,68516,67713,67641
